
2020-05-26 21:00, 127.25, 76.0, 15.02020-05-26 22:00, 121.5, 76.0, 15.02020-05-26 23:00, 119.25, 78.0, 15.02020-05-27 00:00, 117.5, 73.0, 15.02020-05-27 01:00, 114.75, -999, -9992020-05-27 02:00, 112.75, 73.0, 14.02020-05-27 03:00, 114.0, 72.0, 14.02020-05-27 04:00, 112.75, 71.0, 14.02020-05-27 05:00, 111.5, 70.0, 14.02020-05-27 06:00, 111.25, 72.0, 14.02020-05-27 07:00, 111.0, 74.0, 14.02020-05-27 08:00, 113.75, 71.0, 15.02020-05-27 09:00, 112.0, 72.0, 15.02020-05-27 10:00, 116.0, 72.0, 15.02020-05-27 11:00, 113.5, 68.0, 15.02020-05-27 12:00, 115.0, 70.0, 15.02020-05-27 13:00, 112.75, 65.0, 15.02020-05-27 14:00, 112.0, 65.0, 15.02020-05-27 15:00, 111.25, 69.0, 15.02020-05-27 16:00, 111.25, 66.0, 15.02020-05-27 17:00, 111.5, 66.0, 15.02020-05-27 18:00, 109.25, 65.0, 15.02020-05-27 19:00, 109.75, 68.0, 15.02020-05-27 20:00, 110.0, 69.0, 15.02020-05-27 21:00, 109.5, 70.0, 15.02020-05-27 22:00, 108.75, 69.0, 15.02020-05-27 23:00, 111.25, 71.0, 15.02020-05-28 00:00, 110.75, 72.0, 15.02020-05-28 01:00, 109.75, 72.0, 15.02020-05-28 02:00, 109.75, 76.0, 15.02020-05-28 03:00, 110.75, 73.0, 15.02020-05-28 04:00, 109.5, 71.0, 15.02020-05-28 05:00, 109.5, 72.0, 15.02020-05-28 06:00, 108.75, 77.0, 15.02020-05-28 07:00, 110.25, 75.0, 15.02020-05-28 08:00, 109.5, 77.0, 15.02020-05-28 09:00, 109.5, 74.0, 16.02020-05-28 10:00, 111.25, 74.0, 16.02020-05-28 11:00, 109.75, 74.0, 16.02020-05-28 12:00, 109.5, 67.0, 15.02020-05-28 13:00, 108.5, 68.0, 16.02020-05-28 14:00, 110.75, 72.0, 16.02020-05-28 15:00, 108.75, 69.0, 16.02020-05-28 16:00, 106.25, 67.0, 16.02020-05-28 17:00, 0.0, 69.0, 16.02020-05-28 18:00, 126.75, 72.0, 16.02020-05-28 19:00, 125.5, 71.0, 16.02020-05-28 20:00, 123.75, 77.0, 16.02020-05-28 21:00, 122.5, 78.0, 16.0
